tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	348	0	live	APOE	"AD2, APO-E, ApoE4, LDLCQ5, LPG"	apolipoprotein E	apolipoprotein E|apolipoprotein E3	19q13.32	19	NC_000019.10	44905796	44909395	plus	6	107741
9606	Homo sapiens	367	0	live	AR	"AIS8, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM, AR"	androgen receptor	androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4	Xq12	X	NC_000023.11	67544021	67730619	plus	11	313700
9606	Homo sapiens	596	0	live	BCL2	"Bcl-2, PPP1R50"	BCL2 apoptosis regulator	"apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50"	18q21.33	18	NC_000018.10	63123346	63320280	minus	6	151430
9606	Homo sapiens	631	0	live	BFSP1	"CP115, CP94, CTRCT33, LIFL-H"	beaded filament structural protein 1	"filensin|beaded filament structural protein 1, filensin|cytoskeletal protein, 115 KD|lens fiber cell beaded-filament structural protein CP 115|lens intermediate filament-like heavy"	20p12.1	20	NC_000020.11	17493905	17569220	minus	13	603307
9606	Homo sapiens	8419	0	live	BFSP2	"CP47, CP49, CTRCT12, LIFL-L, PHAKOSIN"	beaded filament structural protein 2	"phakinin|49 kDa cytoskeletal protein|beaded filament protein CP49|beaded filament structural protein 2, phakinin|bfps2, Cytoskeletal protein, 49-kD|lens fiber cell beaded filament protein CP 47|lens fiber cell beaded filament protein CP 49|lens intermediate filament-like light"	3q22.1	3	NC_000003.12	133397882	133475208	plus	8	603212
9606	Homo sapiens	641	0	live	BLM	"BS, MGRISCE1, RECQ2, RECQL2, RECQL3"	BLM RecQ like helicase	"Bloom syndrome protein|Bloom syndrome RecQ like helicase|Bloom syndrome, RecQ helicase-like|DNA helicase, RecQ-like type 2|recQ protein-like 3"	15q26.1	15	NC_000015.10	90717346	90816166	plus	25	604610
9606	Homo sapiens	675	0	live	BRCA2	"BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2, XRCC11"	BRCA2 DNA repair associated	"breast cancer type 2 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 2|Fanconi anemia group D1 protein|breast and ovarian cancer susceptibility gene, early onset|breast and ovarian cancer susceptibility protein 2|breast cancer 2 tumor suppressor|breast cancer 2, early onset|mutant BRCA2|truncated breast cancer 2"	13q13.1	13	NC_000013.11	32315480	32399672	plus	27	600185
9606	Homo sapiens	775	0	live	CACNA1C	"CACH2, CACN2, CACNL1A1, CCHL1A1, CaV1.2, LQT8, TS, TS. LQT8"	calcium voltage-gated channel subunit alpha1 C	"voltage-dependent L-type calcium channel subunit alpha-1C|DHPR, alpha-1 subunit|calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle|calcium channel, cardic dihydropyridine-sensitive, alpha-1 subunit|calcium channel, voltage-dependent, L type, alpha 1C subunit|voltage-dependent L-type Ca2+ channel alpha 1 subunit|voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 10*"	12p13.33	12	NC_000012.12	1969552	2697950	plus	56	114205
9606	Homo sapiens	810	0	live	CALML3	CLP	calmodulin like 3	calmodulin-like protein 3|caM-like protein|calmodulin-related protein NB-1	10p15.1	10	NC_000010.11	5524961	5526771	plus	1	114184
9606	Homo sapiens	823	0	live	CAPN1	"CANP, CANP1, CANPL1, SPG76, muCANP, muCL"	calpain 1	"calpain-1 catalytic subunit|CANP 1|calcium-activated neutral proteinase 1|calpain 1, (mu/I) large subunit|calpain mu-type|calpain, large polypeptide L1|calpain-1 large subunit|cell proliferation-inducing gene 30 protein|cell proliferation-inducing protein 30|micromolar-calpain"	11q13.1	11	NC_000011.10	65181373	65212006	plus	25	114220
9606	Homo sapiens	100506742	0	live	CASP12	"CASP-12P1, CASP12"	caspase 12 (gene/pseudogene)	inactive caspase-12|caspase 12 pseudogene 1	11q22.3	11	NC_000011.10	104885718	104898670	minus	9	608633
9606	Homo sapiens	847	0	live	CAT		catalase	catalase|epididymis secretory sperm binding protein	11p13	11	NC_000011.10	34438934	34472060	plus	13	115500
9606	Homo sapiens	878	0	live	CCA1	CTRCT7	"cataract, congenital, cerulean type, 1"		17q24	17						115660
9606	Homo sapiens	92922	0	live	CCDC102A		coiled-coil domain containing 102A	coiled-coil domain-containing protein 102A	16q21	16	NC_000016.10	57512178	57538305	minus	10	
9606	Homo sapiens	907	0	live	CCT		"cataract, congenital, total"			X						302200
9606	Homo sapiens	7792	0	live	CCV	CTRCT8	"cataract, congenital, Volkmann type"		1p36	1						115665
9606	Homo sapiens	128866	0	live	CHMP4B	"C20orf178, CHMP4A, CTPP3, CTRCT31, SNF7, SNF7-2, Shax1, VPS32B, Vps32-2, dJ553F4.4"	charged multivesicular body protein 4B	charged multivesicular body protein 4b|SNF7 homolog associated with Alix 1|Snf7 homologue associated with Alix 1|chromatin modifying protein 4B|chromatin-modifying protein 4b|hSnf7-2|hVps32-2|vacuolar protein-sorting-associated protein 32-2	20q11.22	20	NC_000020.11	33811348	33854366	plus	5	610897
9606	Homo sapiens	81570	0	live	CLPB	"ANKCLB, HSP78, MEGCANN, MGCA7, SKD3"	"ClpB homolog, mitochondrial AAA ATPase chaperonin"	caseinolytic peptidase B protein homolog|ClpB caseinolytic peptidase B homolog|ankyrin-repeat containing bacterial clp fusion|suppressor of potassium transport defect 3|testicular secretory protein Li 11	11q13.4	11	NC_000011.10	72285495	72434684	minus	19	616254
9606	Homo sapiens	80790	0	live	CMIP	TCMIP	c-Maf inducing protein	C-Maf-inducing protein|tc-Mip	16q23.2-q23.3	16	NC_000016.10	81445170	81711762	plus	27	610112
9606	Homo sapiens	1301	0	live	COL11A1	"CO11A1, COLL6, STL2"	collagen type XI alpha 1 chain	"collagen alpha-1(XI) chain|collagen XI, alpha-1 polypeptide|collagen, type XI, alpha 1"	1p21.1	1	NC_000001.11	102876467	103108580	minus	71	120280
9606	Homo sapiens	1302	0	live	COL11A2	"DFNA13, DFNB53, FBCG2, HKE5, OSMEDA, OSMEDB, PARP, STL3"	collagen type XI alpha 2 chain	"collagen alpha-2(XI) chain|collagen, type XI, alpha 2|pro-a2 chain of collagen type XI"	6p21.32	6	NC_000006.12	33162692	33193009	minus	70	120290
9606	Homo sapiens	1280	0	live	COL2A1	"ANFH, AOM, COL11A3, SEDC, STL1"	collagen type II alpha 1 chain	"collagen alpha-1(II) chain|alpha-1 type II collagen|arthroophthalmopathy, progressive (Stickler syndrome)|cartilage collagen|chondrocalcin|collagen II, alpha-1 polypeptide|collagen, type II, alpha 1"	12q13.11	12	NC_000012.12	47972967	48006212	minus	57	120140
9606	Homo sapiens	1282	0	live	COL4A1	"BSVD, BSVD1, RATOR"	collagen type IV alpha 1 chain	"collagen alpha-1(IV) chain|COL4A1 NC1 domain|arresten|collagen IV, alpha-1 polypeptide|collagen of basement membrane, alpha-1 chain"	13q34	13	NC_000013.11	110148963	110307157	minus	54	120130
9606	Homo sapiens	1297	0	live	COL9A1	"DJ149L1.1.2, EDM6, MED, STL4"	collagen type IX alpha 1 chain	"collagen alpha-1(IX) chain|alpha-1(IX) collagen chain|cartilage-specific short collagen|collagen IX, alpha-1 polypeptide|collagen, type IX, alpha 1"	6q13	6	NC_000006.12	70215061	70303084	minus	41	120210
9606	Homo sapiens	1298	0	live	COL9A2	"DJ39G22.4, EDM2, MED, STL5"	collagen type IX alpha 2 chain	"collagen alpha-2(IX) chain|alpha 2 type IX collagen|collagen IX, alpha-2 polypeptide|collagen, type IX, alpha 2"	1p34.2	1	NC_000001.11	40300487	40317653	minus	35	120260
9606	Homo sapiens	1356	0	live	CP	CP-2	ceruloplasmin	ceruloplasmin|ceruloplasmin (ferroxidase)	3q24-q25.1	3	NC_000003.12	149162410	149222045	minus	22	117700
9606	Homo sapiens	10814	0	live	CPLX2	"921-L, CPX-2, CPX2, Hfb1"	complexin 2	complexin-2|CPX II|complexin II|synaphin 1	5q35.2	5	NC_000005.10	175796533	175884021	plus	8	605033
9606	Homo sapiens	1387	0	live	CREBBP	"CBP, KAT3A, MKHK1, RSTS, RSTS1"	CREB binding protein	CREB-binding protein	16p13.3	16	NC_000016.10	3725054	3880727	minus	33	600140
9606	Homo sapiens	55118	0	live	CRTAC1	"ASPIC, ASPIC1, CEP-68, CEP68, LOTUS"	cartilage acidic protein 1	cartilage acidic protein 1|acidic secreted protein in cartilage|chondrocyte expressed protein 68 kDa CEP-68	10q24.2	10	NC_000010.11	97854711	98030828	minus	20	606276
9606	Homo sapiens	1409	0	live	CRYAA	"CRYA1, CTRCT9, HSPB4"	crystallin alpha A	"alpha-crystallin A chain|crystallin, alpha-1|heat shock protein beta-4|human alphaA-crystallin (CRYA1)"	21q22.3	21	NC_000021.9	43169008	43172810	plus	4	123580
9606	Homo sapiens	1410	0	live	CRYAB	"CMD1II, CRYA2, CTPP2, CTRCT16, HEL-S-101, HSPB5, MFM2"	crystallin alpha B	alpha-crystallin B chain|epididymis secretory protein Li 101|heat shock protein beta-5|heat-shock 20 kD like-protein|renal carcinoma antigen NY-REN-27|rosenthal fiber component	11q23.1	11	NC_000011.10	111908564	111923740	minus	6	123590
9606	Homo sapiens	1411	0	live	CRYBA1	"CRYB1, CTRCT10"	crystallin beta A1	"beta-crystallin A3|beta crystallin A3 chain transcript CN|beta crystallin A3 chain transcript LAM|beta crystallin A3 chain transcript PS|beta crystallin A3 chain transcript TC|crystallin beta A3/A1|crystallin, beta A3|eye lens structural protein|truncated beta crystallin A3/A1 chain|truncated beta-crystallin A3"	17q11.2	17	NC_000017.11	29246857	29254494	plus	7	123610
9606	Homo sapiens	1412	0	live	CRYBA2	CTRCT42	crystallin beta A2	beta-crystallin A2|eye lens structural protein	2q35	2	NC_000002.12	218990190	218993422	minus	5	600836
9606	Homo sapiens	1413	0	live	CRYBA4	"CTRCT23, CYRBA4, MCOPCT4"	crystallin beta A4	"beta-crystallin A4|beta crystallin A4 chain transcript PS|beta crystallin alpha 4 chain|beta-A4 crystallin|crystallin, beta polypeptide A4|eye lens structural protein"	22q12.1	22	NC_000022.11	26607982	26630672	plus	7	123631
9606	Homo sapiens	1414	0	live	CRYBB1	"CATCN3, CTRCT17"	crystallin beta B1	beta-crystallin B1|beta-B1 crystallin|eye lens structural protein	22q12.1	22	NC_000022.11	26599278	26618104	minus	6	600929
9606	Homo sapiens	1415	0	live	CRYBB2	"CCA2, CRYB2, CRYB2A, CTRCT3, D22S665"	crystallin beta B2	beta-crystallin B2|CTA-221G9.7|beta-B2 crystallin|beta-crystallin Bp|eye lens structural protein	22q11.23	22	NC_000022.11	25211660	25231869	plus	7	123620
9606	Homo sapiens	1417	0	live	CRYBB3	"CATCN2, CRYB3, CTRCT22"	crystallin beta B3	beta-crystallin B3|eye lens structural protein	22q11.23	22	NC_000022.11	25194244	25207617	plus	6	123630
9606	Homo sapiens	1418	0	live	CRYGA	"CRY-g-A, CRYG1, CRYG5"	crystallin gamma A	"gamma-crystallin A|crystallin, gamma 1|gamma-crystallin 5"	2q33.3	2	NC_000002.12	208160740	208163589	minus	3	123660
9606	Homo sapiens	1419	0	live	CRYGB	"CRYG2, CTRCT39"	crystallin gamma B	"gamma-crystallin B|crystallin, gamma 1-2"	2q33.3	2	NC_000002.12	208142573	208146327	minus	3	123670
9606	Homo sapiens	1420	0	live	CRYGC	"CCL, CRYG3, CTRCT2"	crystallin gamma C	gamma-crystallin C|gamma-crystallin 2-1|gamma-crystallin 3	2q33.3	2	NC_000002.12	208128137	208139100	minus	4	123680
9606	Homo sapiens	1421	0	live	CRYGD	"CACA, CCA3, CCP, CRYG4, CTRCT4, PCC, cry-g-D"	crystallin gamma D	gamma-crystallin D|gamma crystallin 4|gamma-D-crystallin	2q33.3	2	NC_000002.12	208121607	208124524	minus	3	123690
9606	Homo sapiens	1427	0	live	CRYGS	"CRYG8, CTRCT20"	crystallin gamma S	"gamma-crystallin S|beta-crystallin S|crystallin, gamma 8"	3q27.3	3	NC_000003.12	186538443	186544380	minus	3	123730
9606	Homo sapiens	1483	0	live	CTAA1	"CAP, CTPP5"	"cataract, anterior polar 1"		14q24-qter	14						115650
9606	Homo sapiens	1484	0	live	CTAA2		"cataract, anterior polar 2"		17p13	17						601202
9606	Homo sapiens	1501	0	live	CTNND2	"GT24, NPRAP"	catenin delta 2	"catenin delta-2|T-cell delta-catenin|catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)|neurojungin"	5p15.2	5	NC_000005.10	10971836	11904446	minus	26	604275
9606	Homo sapiens	81863	0	live	CTPL1	CAAR	"cataract, pulverulent (autosomal recessive, early-onset)"		9q13-q22	9						605749
9606	Homo sapiens	10306	0	live	CTPP	"ARCC2, CPP, CTPA, CTPP1, ECK"	"Cataract, posterior polar"		1pter-p36.1	1						116600
9606	Homo sapiens	791086	0	live	CTPP5		"Cataract, posterior polar, 5"									610634
9606	Homo sapiens	80770	0	live	CTRCT25	"CCPSO, CCSSO"	"Cataract, central pouch-like, with sutural opacities"		15q21-q22	15						605728
9606	Homo sapiens	266979	0	live	CTRCT27	CCNP	"Cataract, congenital, nuclear progressive"		2p12	2						607304
9606	Homo sapiens	493862	0	live	CTRCT28	ARCC1	Cataract 28		6p12-q12	6						609026
9606	Homo sapiens	101867602	0	live	CTRCT29		"Cataract 29, coralliform"		2pter-p24	2						115800
9606	Homo sapiens	100302720	0	live	CTRCT34	CATC3	"Cataract, autosomal recessive congenital 3"									612968
9606	Homo sapiens	619404	0	live	CTRCT35	CATCN1	"cataract, congenital nuclear, autosomal recessive"		19q13	19						609376
9606	Homo sapiens	100861439	0	live	CTRCT37	CCA5	"Cataract, congenital cerulean type, 5"		12q24.2-q24.3	12						614422
9606	Homo sapiens	1593	0	live	CYP27A1	"CP27, CTX, CYP27"	cytochrome P450 family 27 subfamily A member 1	"sterol 26-hydroxylase, mitochondrial|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 26-hydroxylase|5-beta-cholestane-3-alpha, 7-alpha, 12-alpha-triol 27-hydroxylase|cholestanetriol 26-monooxygenase|cytochrome P-450C27/25|cytochrome P450 27|cytochrome P450, family 27, subfamily A, polypeptide 1|cytochrome P450, subfamily XXVIIA (steroid 27-hydroxylase, cerebrotendinous xanthomatosis), polypeptide 1|sterol 27-hydroxylase|vitamin D(3) 25-hydroxylase"	2q35	2	NC_000002.12	218781733	218815293	plus	9	606530
9606	Homo sapiens	100188774	0	live	DFCTRPS		"Deafness, cataract, retinitis pigmentosa, and sperm abnormalities"			X						300719
9606	Homo sapiens	56616	0	live	DIABLO	"DFNA64, SMAC"	diablo IAP-binding mitochondrial protein	"diablo homolog, mitochondrial|diablo-like protein|direct IAP-binding protein with low pI|second mitochondria-derived activator of caspase"	12q24.31	12	NC_000012.12	122207662	122227456	minus	8	605219
9606	Homo sapiens	127343	0	live	DMBX1	"MBX, OTX3, PAXB"	diencephalon/mesencephalon homeobox 1	diencephalon/mesencephalon homeobox protein 1|homeoprotein MBX|orthodenticle homolog 3|paired-like homeobox protein DMBX1	1p33	1	NC_000001.11	46489836	46516216	plus	6	607410
9606	Homo sapiens	1760	0	live	DMPK	"DM, DM1, DM1PK, DMK, MDPK, MT-PK"	DM1 protein kinase	myotonin-protein kinase|DM protein kinase|dystrophia myotonica protein kinase|myotonic dystrophy associated protein kinase|myotonin protein kinase A|thymopoietin homolog	19q13.32	19	NC_000019.10	45769709	45782490	minus	15	605377
9606	Homo sapiens	1871	0	live	E2F3	E2F-3	E2F transcription factor 3	transcription factor E2F3	6p22.3	6	NC_000006.12	20401879	20493714	plus	11	600427
9606	Homo sapiens	1946	0	live	EFNA5	"AF1, EFL5, EPLG7, GLC1M, LERK7, RAGS"	ephrin A5	ephrin-A5|AL-1|LERK-7|eph-related receptor tyrosine kinase ligand 7	5q21.3	5	NC_000005.10	107376889	107670937	minus	8	601535
9606	Homo sapiens	2033	0	live	EP300	"KAT3B, MKHK2, RSTS2, p300"	E1A binding protein p300	"histone acetyltransferase p300|E1A-associated protein p300|E1A-binding protein, 300kD|histone butyryltransferase p300|histone crotonyltransferase p300|p300 HAT|protein propionyltransferase p300"	22q13.2	22	NC_000022.11	41092592	41180077	plus	31	602700
9606	Homo sapiens	1969	0	live	EPHA2	"ARCC2, CTPA, CTPP1, CTRCT6, ECK"	EPH receptor A2	ephrin type-A receptor 2|epithelial cell receptor protein tyrosine kinase|soluble EPHA2 variant 1|tyrosine-protein kinase receptor ECK	1p36.13	1	NC_000001.11	16124337	16156104	minus	18	176946
9606	Homo sapiens	2067	0	live	ERCC1	"COFS4, RAD10, UV20"	"ERCC excision repair 1, endonuclease non-catalytic subunit"	"DNA excision repair protein ERCC-1|excision repair cross-complementation group 1|excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"	19q13.32	19	NC_000019.10	45407334	45451547	minus	13	126380
9606	Homo sapiens	2068	0	live	ERCC2	"COFS2, EM9, TFIIH, TTD, TTD1, XPD"	"ERCC excision repair 2, TFIIH core complex helicase subunit"	"general transcription and DNA repair factor IIH helicase subunit XPD|BTF2 p80|CXPD|DNA excision repair protein ERCC-2|DNA repair protein complementing XP-D cells|TFIIH 80 kDa subunit|TFIIH basal transcription factor complex 80 kDa subunit|TFIIH basal transcription factor complex helicase XPB subunit|TFIIH basal transcription factor complex helicase XPD subunit|TFIIH basal transcription factor complex helicase subunit|TFIIH p80|TFIIH subunit XPD|basic transcription factor 2 80 kDa subunit|excision repair cross-complementation group 2|excision repair cross-complementing rodent repair deficiency, complementation group 2|xeroderma pigmentosum complementary group D|xeroderma pigmentosum group D-complementing protein"	19q13.32	19	NC_000019.10	45349837	45370647	minus	25	126340
9606	Homo sapiens	2074	0	live	ERCC6	"ARMD5, CKN2, COFS, COFS1, CSB, CSB-PGBD3, POF11, RAD26, UVSS1"	"ERCC excision repair 6, chromatin remodeling factor"	"DNA excision repair protein ERCC-6|ERCC6-PGBD3 fusion protein|ATP-dependent helicase ERCC6|Chimeric CSB-PGBD3 protein|Chimeric ERCC6-PGBD3 protein|Cockayne syndrome group B protein|cockayne syndrome protein CSB|excision repair cross-complementation group 6|excision repair cross-complementing rodent repair deficiency, complementation group 6"	10q11.23	10	NC_000010.11	49454470	49539538	minus	23	609413
9606	Homo sapiens	2099	0	live	ESR1	"ER, ESR, ESRA, ESTRR, Era, NR3A1"	estrogen receptor 1	estrogen receptor|E2 receptor alpha|ER-alpha|estradiol receptor|estrogen nuclear receptor alpha|estrogen receptor alpha E1-E2-1-2|estrogen receptor alpha E1-N2-E2-1-2|nuclear receptor subfamily 3 group A member 1|oestrogen receptor alpha	6q25.1-q25.2	6	NC_000006.12	151654148	152129619	plus	23	133430
9606	Homo sapiens	2100	0	live	ESR2	"ER-BETA, ESR-BETA, ESRB, ESTRB, Erb, NR3A2, ODG8"	estrogen receptor 2	"estrogen receptor beta|estrogen receptor beta 4|estrogen receptor beta splice variant, ERbeta2delta7|estrogen receptor beta splice variant, ERbeta4delta7|estrogen receptor beta splice variant, ERbeta6|estrogen receptor beta splice variant, ERbeta6delta7|estrogen receptor beta splice variant, ERbeta7|estrogen receptor beta splice variant, ERbeta7delta7|estrogen receptor beta splice variant, ERbetaEx. 4L|estrogen receptor beta splice variant, ERbetaEx. 6L|nuclear receptor subfamily 3 group A member 2|oestrogen receptor beta"	14q23.2-q23.3	14	NC_000014.9	64226707	64338631	minus	18	601663
9606	Homo sapiens	374393	0	live	FAM111B	"CANP, POIKTMP"	family with sequence similarity 111 member B	protein FAM111B|cancer-associated nucleoprotein	11q12.1	11	NC_000011.10	59107185	59127415	plus	4	615584
9606	Homo sapiens	84668	0	live	FAM126A	"DRCTNNB1A, HCC, HLD5, HYCC1"	family with sequence similarity 126 member A	"hyccin|down regulated by Ctnnb1, a|down-regulated by CTNNB1 protein A"	7p15.3	7	NC_000007.14	22895848	23014133	minus	14	610531
9606	Homo sapiens	26235	0	live	FBXL4	"FBL4, FBL5, MTDPS13"	F-box and leucine rich repeat protein 4	F-box/LRR-repeat protein 4	6q16.1-q16.2	6	NC_000006.12	98868535	98948006	minus	12	605654
9606	Homo sapiens	2335	0	live	FN1	"CIG, ED-B, FINC, FN, FNZ, GFND, GFND2, LETS, MSF, SMDCF"	fibronectin 1	fibronectin|cold-insoluble globulin|epididymis secretory sperm binding protein|migration-stimulating factor	2q35	2	NC_000002.12	215360440	215436167	minus	46	135600
9606	Homo sapiens	54914	0	live	FOCAD	KIAA1797	focadhesin	focadhesin	9p21.3	9	NC_000009.12	20658309	20995955	plus	50	614606
9606	Homo sapiens	2301	0	live	FOXE3	"AAT11, ASGD2, CTRCT34, FKHL12, FREAC8"	forkhead box E3	"forkhead box protein E3|FREAC-8|forkhead, drosophila, homolog-like 12|forkhead-related protein FKHL12|forkhead-related transcription factor 8"	1p33	1	NC_000001.11	47416285	47418052	plus	1	601094
9606	Homo sapiens	2512	0	live	FTL	"LFTD, NBIA3"	ferritin light chain	"ferritin light chain|epididymis secretory sperm binding protein|ferritin L subunit|ferritin L-chain|ferritin light polypeptide-like 3|ferritin, light polypeptide"	19q13.33	19	NC_000019.10	48963941	48966879	plus	5	134790
9606	Homo sapiens	79068	0	live	FTO	"ALKBH9, BMIQ14, GDFD"	FTO alpha-ketoglutarate dependent dioxygenase	alpha-ketoglutarate-dependent dioxygenase FTO|AlkB homolog 9|U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO|U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO|fat mass and obesity associated|fat mass and obesity-associated protein|m6A(m)-demethylase FTO|mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO|mRNA N(6)-methyladenosine demethylase FTO|tRNA N1-methyl adenine demethylase FTO	16q12.2	16	NC_000016.10	53703963	54121941	plus	16	610966
9606	Homo sapiens	79443	0	live	FYCO1	"CATC2, CTRCT18, RUFY3, ZFYVE7"	FYVE and coiled-coil domain containing 1	FYVE and coiled-coil domain-containing protein 1|RUN and FYVE domain containing 3|zinc finger FYVE domain-containing protein 7	3p21.31	3	NC_000003.12	45917903	45995824	minus	21	607182
9606	Homo sapiens	2539	0	live	G6PD	G6PD1	glucose-6-phosphate dehydrogenase	glucose-6-phosphate 1-dehydrogenase|epididymis secretory sperm binding protein	Xq28	X	NC_000023.11	154531390	154547569	minus	14	305900
9606	Homo sapiens	2584	0	live	GALK1	"GALK, GK1, HEL-S-19"	galactokinase 1	galactokinase|epididymis secretory protein Li 19|galactose kinase	17q25.1	17	NC_000017.11	75757894	75765192	minus	8	604313
9606	Homo sapiens	2592	0	live	GALT		galactose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase|UDP-glucose--hexose-1-phosphate uridylyltransferase|gal-1-P uridylyltransferase|galactose-1-phosphate uridyl transferase	9p13.3	9	NC_000009.12	34646589	34651035	plus	11	606999
9606	Homo sapiens	8139	0	live	GAN	"GAN1, KLHL16"	gigaxonin	gigaxonin|epididymis secretory sperm binding protein|kelch-like family member 16|kelch-like protein 16	16q23.2	16	NC_000016.10	81314941	81380198	plus	11	605379
9606	Homo sapiens	2651	0	live	GCNT2	"CCAT, CTRCT13C, GCNT5, IGNT, II, NACGT1, NAGCT1, ULG3, bA360O19.2, bA421M1.1, GCNT2"	glucosaminyl (N-acetyl) transferase 2 (I blood group)	"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase|I beta-1,6-N-acetylglucosaminyltransferase|Ii blood group|beta-1,6-N-acetylglucosaminyltransferase 2|glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"	6p24.3-p24.2	6	NC_000006.12	10521283	10629368	plus	12	600429
9606	Homo sapiens	2671	0	live	GFER	"ALR, ERV1, HERV1, HPO, HPO1, HPO2, HSS"	"growth factor, augmenter of liver regeneration"	FAD-linked sulfhydryl oxidase ALR|ERV1 homolog|erv1-like growth factor|hepatic regenerative stimulation substance|hepatopoietin protein	16p13.3	16	NC_000016.10	1984193	1987749	plus	3	600924
